index,send_time_s,general_wait_s,reroute_wait_s,queue_size
0,0.033149412000057055,4.00543212890625e-05,,
1,0.03056927999932668,0.00011014938354492188,,
2,0.02604702600001474,5.054473876953125e-05,,
3,0.0369739749985456,8.916854858398438e-05,,
4,0.029605966999952216,4.482269287109375e-05,,
5,0.03352363700105343,0.0005230903625488281,,
6,0.029529950003052363,0.00017786026000976562,,
7,0.022171601998707047,0.00012350082397460938,,
8,0.024947202000475954,4.649162292480469e-05,,
9,0.02372851100153639,5.2928924560546875e-05,,
10,0.03613221299747238,0.00013518333435058594,,
11,0.035595187997387256,0.000408172607421875,,
12,0.035385679002502,0.00012111663818359375,,
13,0.03451553999911994,0.0001499652862548828,,
14,0.03267293799945037,0.0012791156768798828,,
15,0.03358321999985492,4.124641418457031e-05,,
16,0.027553427000384545,0.00012922286987304688,,
17,0.03272648200072581,4.0531158447265625e-05,,
18,0.028717686000163667,0.000102996826171875,,
19,0.039597159000550164,4.291534423828125e-05,,
20,0.035791649999737274,9.989738464355469e-05,,
21,0.031219628002872923,3.123283386230469e-05,,
22,0.028503367000666913,0.0001347064971923828,,
23,0.03723274699950707,0.00014781951904296875,,
24,0.03166264099854743,0.00020265579223632812,,
25,0.029444857998896623,0.0001392364501953125,,
26,0.029716273998928955,0.0001361370086669922,,
27,0.03641819600306917,0.00014066696166992188,,
28,0.03131818299880251,0.00019812583923339844,,
29,0.027180248998774914,0.00012683868408203125,,
30,0.03750736199799576,3.0040740966796875e-05,,
31,0.04098455400162493,3.933906555175781e-05,,
32,0.03607875700254226,5.173683166503906e-05,,
33,0.036143930003163405,0.0004744529724121094,,
34,0.02722611400167807,9.799003601074219e-05,,
35,0.020504790998529643,0.00010466575622558594,,
36,0.035279357001854805,4.267692565917969e-05,,
37,0.02946177500052727,0.00013566017150878906,,
38,0.04822501099988585,0.00028395652770996094,,
39,0.028984188997128513,0.00011444091796875,,
40,0.036545285001921,0.00010561943054199219,,
41,0.031028098997921916,0.00026345252990722656,,
42,0.03535605599972769,4.1961669921875e-05,,
43,0.031099110998184187,4.792213439941406e-05,,
44,0.03465243299797294,6.794929504394531e-05,,
45,0.032853830001840834,5.14984130859375e-05,,
46,0.028569198002514895,0.0001068115234375,,
47,0.034560321997560095,0.00011014938354492188,,
48,0.02827798399812309,0.0003933906555175781,,
49,0.028670342999248533,0.0007498264312744141,,
50,0.03211947000090731,0.0004239082336425781,,
51,0.030979733001004206,0.0002148151397705078,,
52,0.026842073999432614,0.00012564659118652344,,
53,0.03854108300220105,0.00042557716369628906,,
54,0.03830216600181302,0.0001862049102783203,,
55,0.030623294001998147,0.0001125335693359375,,
56,0.038100074998510536,0.00011205673217773438,,
57,0.03811132299961173,0.00011324882507324219,,
58,0.03990997199798585,4.982948303222656e-05,,
59,0.031087285999092273,0.00013017654418945312,,
60,0.02785736599980737,0.0001709461212158203,,
61,0.03929327399964677,0.00014472007751464844,,
62,0.03151365200028522,6.246566772460938e-05,,
63,0.03009742599897436,0.00011587142944335938,,
64,0.029072850000375183,0.00012373924255371094,,
65,0.041168690000631614,0.00012063980102539062,,
66,0.0324791950006329,0.00010228157043457031,,
67,0.030631879999418743,3.337860107421875e-05,,
68,0.029314936000446323,5.1975250244140625e-05,,
69,0.03336469200075953,0.0001289844512939453,,
70,0.0352709219987446,3.647804260253906e-05,,
71,0.03042343899869593,0.00017404556274414062,,
72,0.021520448000956094,0.0003724098205566406,,
73,0.031648185999074485,0.00016307830810546875,,
74,0.02725701199960895,7.414817810058594e-05,,
75,0.03831657900082064,4.4345855712890625e-05,,
76,0.03234747799797333,0.00025844573974609375,,
77,0.04000164500030223,0.0001323223114013672,,
78,0.04032061000179965,3.218650817871094e-05,,
79,0.031100894000701373,0.00010085105895996094,,
80,0.02928309500202886,4.267692565917969e-05,,
81,0.032828498999151634,0.0001323223114013672,,
82,0.040375582000706345,0.00011849403381347656,,
83,0.04380018099982408,0.0001251697540283203,,
84,0.030472201000520727,0.00011324882507324219,,
85,0.033972809000260895,0.00045752525329589844,,
86,0.04226075499900617,0.00010347366333007812,,
87,0.0359184129993082,3.409385681152344e-05,,
88,0.039272272999369306,9.775161743164062e-05,,
89,0.030822760996670695,0.00010275840759277344,,
90,0.03130170200165594,5.221366882324219e-05,,
91,0.0256293230013398,8.535385131835938e-05,,
92,0.026393300999188796,0.0001239776611328125,,
93,0.029704073000175413,7.271766662597656e-05,,
94,0.02840282100078184,0.0003886222839355469,,
95,0.02916155099956086,3.647804260253906e-05,,
96,0.024791149000520818,0.00011134147644042969,,
97,0.030037137999897823,5.340576171875e-05,,
98,0.03400226899975678,0.0002505779266357422,,
99,0.02659380299883196,0.00012636184692382812,,
